student_id,quiz_id,chapter_id,score,total,percent,created_at
student_001,quiz1,1,3,10,30.00,2026-02-11T06:43:58.920076+00:00
student_001,quiz1,1,5,10,50.00,2026-02-11T06:51:15.193637+00:00
student_001,quiz1,1,2,10,20.00,2026-02-11T06:52:27.373528+00:00
student_001,quiz1,1,2,10,20.00,2026-02-11T06:56:07.419142+00:00
student_001,quiz1,1,3,10,30.00,2026-02-11T07:02:01.262694+00:00
